movie_id,title,avg_rating
148,"Ghost and the Darkness, The (1996)",3.203125
463,"Secret of Roan Inish, The (1994)",3.859154929577465
471,Courage Under Fire (1996),3.6108597285067874
496,It's a Wonderful Life (1946),4.121212121212121
833,Bulletproof (1996),3.204081632653061
1088,Double Team (1997),2.230769230769231
1238,Full Speed (1996),3.125
1342,"Convent, The (Convento, O) (1995)",2.5
1580,Liebelei (1933),1.0
1591,Duoluo tianshi (1995),3.1666666666666665
1645,"Butcher Boy, The (1998)",4.0
243,Jungle2Jungle (1997),2.4393939393939394
392,"Man Without a Face, The (1993)",3.5441176470588234
540,Money Train (1995),2.511627906976744
623,Angels in the Outfield (1994),2.923076923076923
737,Sirens (1994),2.983050847457627
858,Amityville: Dollhouse (1996),1.0
897,Time Tracers (1995),1.5
1025,Fire Down Below (1997),2.9318181818181817
1084,Anne Frank Remembered (1995),3.857142857142857
1127,"Truman Show, The (1998)",2.909090909090909
1395,Hurricane Streets (1998),2.3333333333333335
1460,Sleepover (1995),3.0
1483,"Man in the Iron Mask, The (1998)",3.4166666666666665
1507,Three Lives and Only One Death (1996),3.0
1522,Trial by Jury (1994),2.4285714285714284
31,Crimson Tide (1995),3.6298701298701297
516,Local Hero (1983),3.9682539682539684
1139,Hackers (1995),2.606060606060606
1143,Hard Eight (1996),4.0
1270,Life with Mikey (1993),2.2857142857142856
1303,"Getaway, The (1994)",2.3333333333333335
1322,Metisse (Caf� au Lait) (1993),2.3333333333333335
1339,Stefano Quantestorie (1993),1.0
1352,Shadow of Angels (Schatten der Engel) (1976),1.0
1618,King of New York (1990),1.0
1650,"Butcher Boy, The (1998)",4.0
85,"Ref, The (1994)",3.0344827586206895
137,Big Night (1996),3.9005847953216373
251,Shall We Dance? (1996),4.260869565217392
451,Grease (1978),3.347058823529412
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3.375
808,"Program, The (1993)",2.838709677419355
1265,Star Maps (1997),3.0526315789473686
65,What's Eating Gilbert Grape (1993),3.5391304347826087
458,Nixon (1995),3.1222222222222222
879,"Peacemaker, The (1997)",3.2720588235294117
883,Telling Lies in America (1997),3.230769230769231
1223,King of the Hill (1993),3.5
53,Natural Born Killers (1994),2.953125
255,My Best Friend's Wedding (1997),3.36046511627907
481,"Apartment, The (1960)",3.9365079365079363
588,Beauty and the Beast (1991),3.792079207920792
799,Boys Life (1995),3.2
804,Jimmy Hollywood (1994),2.875
898,"Postman, The (1997)",3.2241379310344827
970,Hear My Song (1991),3.25
1157,"Relic, The (1997)",2.88
133,Gone with the Wind (1939),3.871345029239766
296,"Promesse, La (1996)",3.3333333333333335
472,Dragonheart (1996),3.0822784810126582
853,Braindead (1992),3.857142857142857
1466,Margaret's Museum (1995),4.0
78,Free Willy (1993),2.4545454545454546
322,Murder at 1600 (1997),3.0871559633027523
513,"Third Man, The (1949)",4.333333333333333
918,City of Angels (1998),3.0
1005,"Double vie de V�ronique, La (Double Life of Veronique, The) (1991)",3.6818181818181817
1016,Con Air (1997),3.45985401459854
1133,Escape to Witch Mountain (1975),2.966666666666667
321,Mother (1996),3.1301775147928996
362,Blues Brothers 2000 (1998),2.8214285714285716
613,My Man Godfrey (1936),4.037037037037037
633,"Christmas Carol, A (1938)",4.057971014492754
673,Cape Fear (1962),3.5232558139534884
857,Paris Was a Woman (1995),3.0
961,Orlando (1993),3.6176470588235294
974,Eye for an Eye (1996),3.03125
1160,Love! Valour! Compassion! (1997),3.6153846153846154
1533,I Don't Want to Talk About It (De eso no se habla) (1993),4.0
375,Showgirls (1995),1.9565217391304348
593,Stalingrad (1993),3.1666666666666665
597,Eraser (1996),3.150485436893204
876,Money Talks (1997),2.702127659574468
976,Solo (1996),1.8333333333333333
1199,Cemetery Man (Dellamorte Dellamore) (1994),2.869565217391304
1212,Flesh and Bone (1993),2.8333333333333335
1417,"Turning, The (1992)",2.5
1468,"Cure, The (1995)",3.3333333333333335
1653,Entertaining Angels: The Dorothy Day Story (1996),5.0
108,Kids in the Hall: Brain Candy (1996),3.076923076923077
155,Dirty Dancing (1987),3.1020408163265305
683,Rocket Man (1997),2.4081632653061225
744,Michael Collins (1996),3.4565217391304346
950,Georgia (1995),2.9
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",3.0
1525,"Object of My Affection, The (1998)",4.0
1561,Tigrero: A Film That Was Never Made (1994),1.0
34,"Doom Generation, The (1995)",2.7142857142857144
193,"Right Stuff, The (1983)",3.917197452229299
211,M*A*S*H (1970),3.912621359223301
368,Bio-Dome (1996),1.903225806451613
530,"Man Who Would Be King, The (1975)",4.025
642,"Grifters, The (1990)",3.4831460674157304
796,Speechless (1994),3.0833333333333335
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",3.1666666666666665
1198,Purple Noon (1960),3.142857142857143
1344,"Story of Xinghua, The (1993)",3.2
1404,Withnail and I (1987),3.230769230769231
1537,Cosi (1996),4.0
1675,"Sunchaser, The (1996)",3.0
101,Heavy Metal (1981),3.26027397260274
115,"Haunted World of Edward D. Wood Jr., The (1995)",3.7333333333333334
126,"Spitfire Grill, The (1996)",3.804123711340206
756,Father of the Bride Part II (1995),2.8984375
772,Kids (1995),3.061224489795918
1165,Big Bully (1996),1.8571428571428572
1183,"Cowboy Way, The (1994)",2.210526315789474
1378,Rhyme & Reason (1997),2.2
1500,Santa with Muscles (1996),5.0
81,"Hudsucker Proxy, The (1994)",3.5545454545454547
385,True Lies (1994),3.5625
830,Power 98 (1995),1.0
847,Looking for Richard (1996),3.727272727272727
874,Career Girls (1997),3.2564102564102564
939,Murder in the First (1995),3.6
1226,Night Falls on Manhattan (1997),3.375
1259,Pie in the Sky (1995),2.0
28,Apollo 13 (1995),3.931159420289855
183,Alien (1979),4.034364261168385
210,Indiana Jones and the Last Crusade (1989),3.930513595166163
436,"American Werewolf in London, An (1981)",3.5353535353535355
1031,Lassie (1994),2.2857142857142856
1175,Hugo Pool (1997),3.4
1201,Marlene Dietrich: Shadow and Light (1996),5.0
1426,Grace of My Heart (1996),3.25
1441,Moonlight and Valentino (1995),2.5714285714285716
1496,Carpool (1996),2.8
497,Bringing Up Baby (1938),3.838235294117647
596,"Hunchback of Notre Dame, The (1996)",3.377952755905512
762,Beautiful Girls (1996),3.391304347826087
1051,"Associate, The (1996)",3.2439024390243905
1243,Night Flier (1997),3.7142857142857144
1274,Robocop 3 (1993),1.7272727272727273
1296,Indian Summer (1996),3.25
1415,"Next Karate Kid, The (1994)",2.4444444444444446
1510,Mad Dog Time (1996),3.0
1621,Butterfly Kiss (1995),1.0
300,Air Force One (1997),3.6310904872389793
406,Thinner (1996),2.4489795918367347
412,"Very Brady Sequel, A (1996)",2.3978494623655915
784,Beyond Bedlam (1993),1.0
787,Roommates (1995),3.230769230769231
842,Pollyanna (1960),3.1481481481481484
1030,"Beverly Hillbillies, The (1993)",2.25
1034,"Quest, The (1996)",2.5185185185185186
1064,Crossfire (1947),4.25
1156,Cyclo (1995),3.0
1163,"Portrait of a Lady, The (1996)",2.68
1489,Chasers (1994),2.2
587,"Hour of the Pig, The (1993)",3.5714285714285716
731,"Corrina, Corrina (1994)",3.1538461538461537
988,"Beautician and the Beast, The (1997)",2.313953488372093
1276,Sunset Park (1996),2.5
1307,Carmen Miranda: Bananas Is My Business (1994),1.5
1574,Pharaoh's Army (1995),1.0
76,Carlito's Way (1993),3.4074074074074074
667,Audrey Rose (1977),2.1666666666666665
688,Leave It to Beaver (1997),1.8409090909090908
723,Boys on the Side (1995),3.1470588235294117
914,Wild Things (1998),2.727272727272727
1372,"Stranger, The (1994)",3.0
1480,Herbie Rides Again (1974),2.272727272727273
26,"Brothers McMullen, The (1995)",3.452054794520548
27,Bad Boys (1995),3.1052631578947367
332,Kiss the Girls (1997),3.4615384615384617
501,Dumbo (1941),3.4959349593495936
577,Coneheads (1993),2.2195121951219514
626,So Dear to My Heart (1949),3.25
1235,"Big Bang Theory, The (1994)",4.0
1493,"Modern Affair, A (1995)",1.0
1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),2.0
384,Naked Gun 33 1/3: The Final Insult (1994),2.782608695652174
831,Escape from L.A. (1996),2.4615384615384617
1019,"Die xue shuang xiong (Killer, The) (1989)",3.967741935483871
1269,Love in the Afternoon (1957),3.9
1294,Ayn Rand: A Sense of Life (1997),3.142857142857143
44,Dolores Claiborne (1994),3.3417721518987342
159,Basic Instinct (1992),3.227722772277228
192,Raging Bull (1980),4.120689655172414
271,Starship Troopers (1997),3.2322274881516586
606,All About Eve (1950),4.045454545454546
743,"Crow: City of Angels, The (1996)",1.9487179487179487
811,Thirty-Two Short Films About Glenn Gould (1993),3.9444444444444446
844,Freeway (1996),3.357142857142857
908,Half Baked (1998),2.5
916,Lost in Space (1998),3.1666666666666665
1135,"Doors, The (1991)",2.9782608695652173
1350,Crows and Sparrows (1949),1.5
1418,"Joy Luck Club, The (1993)",3.6666666666666665
253,"Pillow Book, The (1995)",3.6923076923076925
806,Menace II Society (1993),3.46
1148,Tom & Viv (1994),3.3333333333333335
1210,Virtuosity (1995),2.736842105263158
1280,Gang Related (1997),2.6875
1363,"Leopard Son, The (1996)",1.0
103,All Dogs Go to Heaven 2 (1996),1.8666666666666667
236,Citizen Ruth (1996),3.6222222222222222
329,Desperate Measures (1998),3.3333333333333335
460,"Crossing Guard, The (1995)",3.0
1056,Cronos (1992),3.2
1085,Carried Away (1996),3.0
1398,Anna (1996),4.5
12,"Usual Suspects, The (1995)",4.385767790262173
336,Playing God (1997),2.627906976744186
350,Fallen (1998),3.1463414634146343
973,Grateful Dead (1995),3.5
984,Shadow Conspiracy (1997),2.8636363636363638
1046,Malice (1993),3.1739130434782608
1093,Live Nude Girls (1995),3.0869565217391304
1260,Total Eclipse (1995),2.75
223,Sling Blade (1996),4.198529411764706
738,Threesome (1994),2.838709677419355
860,"Believers, The (1987)",2.25
388,Beverly Hills Cop III (1994),2.392857142857143
417,"Parent Trap, The (1961)",3.095890410958904
548,"NeverEnding Story III, The (1994)",2.1666666666666665
602,"American in Paris, An (1951)",3.7
1208,Kiss of Death (1995),2.85
91,"Nightmare Before Christmas, The (1993)",3.5874125874125875
409,Jack (1996),3.142857142857143
578,Demolition Man (1993),3.152173913043478
663,Being There (1979),3.9051724137931036
926,Down Periscope (1996),2.702970297029703
1077,Love and a .45 (1994),3.125
1564,To Cross the Rubicon (1991),1.0
1659,Getting Away With Murder (1996),1.0
333,"Game, The (1997)",3.593625498007968
707,Enchanted April (1991),3.9285714285714284
822,Faces (1968),3.0
1215,Barb Wire (1996),1.9333333333333333
1290,Country Life (1994),1.5
1457,Love Is All There Is (1996),3.0
1582,T-Men (1947),1.0
222,Star Trek: First Contact (1996),3.66027397260274
285,Secrets & Lies (1996),4.265432098765432
601,For Whom the Bell Tolls (1943),4.0
875,She's So Lovely (1997),2.7358490566037736
1249,For Love or Money (1993),2.8333333333333335
1324,Loaded (1994),2.4
1565,Daens (1992),1.0
22,Braveheart (1995),4.151515151515151
128,Supercop (1992),3.5384615384615383
209,This Is Spinal Tap (1984),3.905759162303665
330,187 (1997),3.024390243902439
372,Jeffrey (1995),3.5294117647058822
604,It Happened One Night (1934),4.012345679012346
685,Executive Decision (1996),3.356687898089172
727,Immortal Beloved (1994),3.4603174603174605
995,"Kiss Me, Guido (1997)",3.161290322580645
1065,Koyaanisqatsi (1983),3.490566037735849
1125,"Innocents, The (1961)",4.25
1295,Kicked in the Head (1997),2.5714285714285716
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),2.0
1469,Tom and Huck (1995),3.1666666666666665
1550,Destiny Turns on the Radio (1995),3.0
122,"Cable Guy, The (1996)",2.339622641509434
230,Star Trek IV: The Voyage Home (1986),3.4472361809045227
319,Everyone Says I Love You (1996),3.2738095238095237
493,"Thin Man, The (1934)",4.15
625,"Sword in the Stone, The (1963)",3.3292682926829267
686,"Perfect World, A (1993)",3.68
1176,Welcome To Sarajevo (1997),3.3636363636363638
1291,Celtic Pride (1996),2.2
1583,"Invitation, The (Zaproszenie) (1986)",1.0
93,Welcome to the Dollhouse (1995),3.7232142857142856
157,Platoon (1986),3.6929133858267718
190,Henry V (1989),4.137096774193548
225,101 Dalmatians (1996),2.908256880733945
232,Young Guns (1988),3.207920792079208
233,Under Siege (1992),3.2903225806451615
758,Lawnmower Man 2: Beyond Cyberspace (1996),1.7142857142857142
924,White Squall (1996),3.4
1506,Nelly & Monsieur Arnaud (1995),3.6666666666666665
1633,� k�ldum klaka (Cold Fever) (1994),3.0
246,Chasing Amy (1997),3.935483870967742
346,Jackie Brown (1997),3.642857142857143
360,Wonderland (1997),3.2
367,Clueless (1995),3.458823529411765
476,"First Wives Club, The (1996)",3.01875
539,Mouse Hunt (1997),2.477272727272727
599,Police Story 4: Project S (Chao ji ji hua) (1993),1.0
725,Exit to Eden (1994),2.75
855,Diva (1981),3.727272727272727
861,Nosferatu a Venezia (1986),2.3333333333333335
1061,"Evening Star, The (1996)",2.9310344827586206
1588,Salut cousin! (1996),2.0
111,"Truth About Cats & Dogs, The (1996)",3.485294117647059
224,Ridicule (1996),3.7045454545454546
519,"Treasure of the Sierra Madre, The (1948)",4.1
654,Chinatown (1974),4.136054421768708
1197,"Family Thing, A (1996)",3.5555555555555554
1505,Killer: A Journal of Murder (1995),4.0
47,Ed Wood (1994),3.601503759398496
1207,Jade (1995),2.2941176470588234
1456,Beat the Devil (1954),3.7142857142857144
1477,Nightwatch (1997),2.5
140,Homeward Bound: The Incredible Journey (1993),3.2131147540983607
177,"Good, The Bad and The Ugly, The (1966)",3.8613138686131387
416,Old Yeller (1957),3.484375
556,Wild Bill (1995),2.5
711,"Substance of Fire, The (1996)",4.0
827,Daylight (1996),2.7719298245614037
1055,"Simple Twist of Fate, A (1994)",3.2
1244,Metro (1997),2.9166666666666665
1300,'Til There Was You (1997),2.3333333333333335
1425,I'll Do Anything (1994),2.6
1613,Tokyo Fist (1995),4.0
132,"Wizard of Oz, The (1939)",4.0772357723577235
152,Sleeper (1973),3.6341463414634148
444,"Blob, The (1958)",2.717391304347826
665,Alien 3 (1992),2.83
671,Bride of Frankenstein (1935),3.608695652173913
1114,Faithful (1996),3.3
1206,Amos & Andrew (1993),2.6842105263157894
185,Psycho (1960),4.100418410041841
305,"Ice Storm, The (1997)",3.6436781609195403
353,Deep Rising (1998),2.4285714285714284
355,Sphere (1998),2.926829268292683
618,Picnic (1955),3.611111111111111
694,Persuasion (1995),4.045454545454546
696,City Hall (1996),3.1392405063291138
747,Benny & Joon (1993),3.4607843137254903
882,Washington Square (1997),3.2941176470588234
1512,"World of Apu, The (Apur Sansar) (1959)",4.0
1542,"Scarlet Letter, The (1926)",3.0
1586,Lashou shentan (1992),1.0
1599,Someone Else's America (1995),5.0
291,Absolute Power (1997),3.37007874015748
325,Crash (1996),2.546875
386,Addams Family Values (1993),2.8160919540229883
906,Oscar & Lucinda (1997),3.1904761904761907
955,Before Sunrise (1995),3.4081632653061225
1288,Denise Calls Up (1995),3.0
1306,Delta of Venus (1994),3.0
1311,Waiting to Exhale (1995),2.5
435,Butch Cassidy and the Sundance Kid (1969),3.949074074074074
473,James and the Giant Peach (1996),3.126984126984127
581,Kalifornia (1993),3.2203389830508473
603,Rear Window (1954),4.3875598086124405
660,Fried Green Tomatoes (1991),3.764705882352941
748,"Saint, The (1997)",3.1234177215189876
774,"Prophecy, The (1995)",2.9375
912,U.S. Marshalls (1998),3.0
935,Paradise Road (1997),3.2857142857142856
1170,Spanking the Monkey (1994),3.074074074074074
1266,Bread and Chocolate (Pane e cioccolata) (1973),3.1666666666666665
1382,"Bonheur, Le (1965)",2.0
1590,"To Have, or Not (1995)",2.0
1626,Nobody Loves Me (Keiner liebt mich) (1994),1.0
1681,You So Crazy (1994),3.0
146,Unhook the Stars (1996),2.5
704,"House of the Spirits, The (1993)",3.0416666666666665
1122,They Made Me a Criminal (1939),5.0
1145,Blue Chips (1994),2.6666666666666665
1247,Bad Girls (1994),1.8333333333333333
1304,New York Cop (1996),2.5
1488,Germinal (1993),3.0
1491,Tough and Deadly (1995),3.0
259,George of the Jungle (1997),2.685185185185185
512,Wings of Desire (1987),4.0
797,Timecop (1994),3.096774193548387
1595,Shopping (1994),2.0
1664,8 Heads in a Duffel Bag (1997),3.25
1,Toy Story (1995),3.8783185840707963
206,Akira (1988),3.38
896,"Sweet Hereafter, The (1997)",3.772727272727273
1008,I Shot Andy Warhol (1996),3.3783783783783785
1172,"Women, The (1939)",3.6666666666666665
1391,For Ever Mozart (1996),2.0
1504,"Bewegte Mann, Der (1994)",3.6666666666666665
1516,"Wedding Gift, The (1994)",4.0
52,"Madness of King George, The (1994)",3.769230769230769
297,Ulee's Gold (1997),3.96
363,Sudden Death (1995),2.723404255319149
768,Casper (1995),3.076923076923077
770,Devil in a Blue Dress (1995),3.3859649122807016
777,Castle Freak (1995),1.25
1302,Late Bloomers (1996),3.4
1485,"Colonel Chabert, Le (1994)",3.5
212,"Unbearable Lightness of Being, The (1988)",3.4565217391304346
674,Cat People (1982),2.8958333333333335
715,To Die For (1995),3.2758620689655173
992,Head Above Water (1996),3.0
1047,Multiplicity (1996),2.8358208955223883
1190,That Old Feeling (1997),3.3636363636363638
1400,Picture Bride (1995),3.1
1427,Drunks (1995),2.8
1458,"Damsel in Distress, A (1937)",4.0
1546,Shadows (Cienie) (1988),1.0
1651,"Spanish Prisoner, The (1997)",4.0
274,Sabrina (1995),3.5
631,"Crying Game, The (1992)",3.6218487394957983
1434,Shooting Fish (1997),2.5
1473,"Little Princess, The (1939)",3.5555555555555554
1616,Desert Winds (1995),4.0
182,GoodFellas (1990),3.9513274336283186
442,"Amityville Curse, The (1990)",1.25
689,"Jackal, The (1997)",3.1494252873563218
699,Little Women (1994),3.676470588235294
792,Bullets Over Broadway (1994),3.7209302325581395
1137,Beautiful Thing (1996),3.9655172413793105
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",2.6666666666666665
1399,Stranger in the House (1997),2.4285714285714284
1608,Buddy (1997),2.25
1644,Sudden Manhattan (1996),1.5
13,Mighty Aphrodite (1995),3.4184782608695654
218,Cape Fear (1991),3.456140350877193
280,Up Close and Personal (1996),3.1882352941176473
348,Desperate Measures (1998),3.2962962962962963
440,Amityville II: The Possession (1982),1.6428571428571428
734,Made in America (1993),2.5185185185185186
1663,Nothing Personal (1995),2.0
1682,Scream of Stone (Schrei aus Stein) (1991),3.0
6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3.576923076923077
16,French Twist (Gazon maudit) (1995),3.2051282051282053
86,"Remains of the Day, The (1993)",3.94
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.252577319587629
636,Escape from New York (1981),3.241758241758242
760,Screamers (1995),2.652173913043478
1089,Speed 2: Cruise Control (1997),2.1315789473684212
1100,What Happened Was... (1994),2.625
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.3333333333333335
1267,Clockers (1995),3.0
1367,Faust (1994),4.2
168,Monty Python and the Holy Grail (1974),4.0664556962025316
205,Patton (1970),3.9926470588235294
572,Blown Away (1994),2.7586206896551726
852,"Bloody Child, The (1996)",1.0
887,Eve's Bayou (1997),3.609375
3,Four Rooms (1995),3.033333333333333
142,Bedknobs and Broomsticks (1971),3.0701754385964914
178,12 Angry Men (1957),4.344
925,Unforgettable (1996),3.323529411764706
972,Passion Fish (1992),3.1785714285714284
998,Cabin Boy (1994),2.5625
1062,Four Days in September (1997),3.75
1082,Female Perversions (1996),2.625
1218,Friday (1995),3.4615384615384617
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",2.6
1380,Hollow Reed (1996),2.3333333333333335
308,FairyTale: A True Story (1997),2.966666666666667
328,Conspiracy Theory (1997),3.4237288135593222
867,"Whole Wide World, The (1996)",4.0
1130,Jupiter's Wife (1994),4.0
1410,Harlem (1993),2.75
1627,"Wife, The (1995)",3.0
1646,Men With Guns (1997),3.5
20,Angels and Insects (1995),3.4166666666666665
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",2.8947368421052633
164,"Abyss, The (1989)",3.589403973509934
429,"Day the Earth Stood Still, The (1951)",3.9381443298969074
470,Tombstone (1993),3.6666666666666665
839,Loch Ness (1995),2.5
1275,Killer (Bulletproof Heart) (1994),2.5
1636,Brothers in Trouble (1995),4.0
169,"Wrong Trousers, The (1993)",4.466101694915254
500,Fly Away Home (1996),3.903225806451613
1171,Wild Reeds (1994),3.142857142857143
1349,Mille bolle blu (1993),1.0
1353,1-900 (1994),2.6
139,"Love Bug, The (1969)",2.78
283,Emma (1996),3.7175141242937855
359,"Assignment, The (1997)",3.5
479,Vertigo (1958),4.251396648044692
1144,"Quiet Room, The (1996)",3.6666666666666665
1444,That Darn Cat! (1965),2.473684210526316
1461,Here Comes Cookie (1935),2.0
295,Breakdown (1997),3.4025974025974026
340,Boogie Nights (1997),3.5873015873015874
431,Highlander (1986),3.5359477124183005
692,"American President, The (1995)",3.6280487804878048
881,Money Talks (1997),2.933333333333333
980,Mother Night (1996),3.1818181818181817
1021,8 1/2 (1963),3.8157894736842106
1245,Gridlock'd (1997),3.210526315789474
1335,American Buffalo (1996),2.6363636363636362
1538,All Over Me (1997),3.0
1670,Tainted (1998),3.0
94,Home Alone (1990),3.0875912408759123
250,"Fifth Element, The (1997)",3.4771573604060912
377,Heavyweights (1994),2.1538461538461537
402,Ghost (1990),3.4647058823529413
432,Fantasia (1940),3.7701149425287355
582,"Piano, The (1993)",3.6011904761904763
1273,Color of Night (1994),2.7333333333333334
1301,Stripes (1981),3.8
1394,Swept from the Sea (1997),2.4285714285714284
1455,"Outlaw, The (1943)",2.5
57,Priest (1994),4.0
570,Wyatt Earp (1994),3.1
868,Hearts and Minds (1996),3.8
920,Two Bits (1995),2.2
1026,"Lay of the Land, The (1997)",2.5
1628,Lamerica (1994),3.75
647,Ran (1985),4.1
966,"Affair to Remember, An (1957)",4.1923076923076925
1074,Reality Bites (1994),2.961038961038961
1113,Mrs. Parker and the Vicious Circle (1994),3.272727272727273
1467,"Saint of Fort Washington, The (1993)",5.0
1615,Warriors of Virtue (1997),3.0
292,Rosewood (1997),3.6666666666666665
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",3.9479166666666665
339,Mad City (1997),3.25531914893617
676,"Crucible, The (1996)",3.3376623376623376
919,"City of Lost Children, The (1995)",3.7916666666666665
923,Raise the Red Lantern (1991),4.155172413793103
944,Renaissance Man (1994),3.0
983,"Rich Man's Wife, The (1996)",2.4
1069,Amateur (1994),3.1666666666666665
1146,Calendar Girl (1993),2.0
1251,A Chef in Love (1996),4.125
1355,Infinity (1996),2.6666666666666665
1517,Race the Sun (1996),2.8
54,Outbreak (1995),3.2403846153846154
120,Striptease (1996),2.2388059701492535
559,Interview with the Vampire (1994),3.1824817518248176
969,Winnie the Pooh and the Blustery Day (1968),3.8
1028,Grumpier Old Men (1995),3.0405405405405403
1499,Grosse Fatigue (1994),3.25
491,"Adventures of Robin Hood, The (1938)",3.791044776119403
634,Microcosmos: Le peuple de l'herbe (1996),3.75
646,Once Upon a Time in the West (1969),3.8684210526315788
1191,"Letter From Death Row, A (1998)",4.333333333333333
1665,"Brother's Kiss, A (1997)",2.0
96,Terminator 2: Judgment Day (1991),4.0067796610169495
235,Mars Attacks! (1996),2.847926267281106
545,Vampire in Brooklyn (1995),1.8333333333333333
620,"Chamber, The (1996)",3.0930232558139537
776,Three Wishes (1995),3.2222222222222223
846,To Gillian on Her 37th Birthday (1996),3.0681818181818183
871,Vegas Vacation (1997),2.4
1435,"Steal Big, Steal Little (1995)",2.5714285714285716
1551,"Glass Shield, The (1994)",2.0
1605,Love Serenade (1996),3.0
452,Jaws 2 (1978),2.6666666666666665
732,Dave (1993),3.65
840,Last Man Standing (1996),2.660377358490566
1029,Jury Duty (1995),2.0
1032,Little Big League (1994),2.875
1167,"Sum of Us, The (1994)",3.5454545454545454
1464,"Stars Fell on Henrietta, The (1995)",2.3333333333333335
1518,Losing Isaiah (1995),3.0
48,Hoop Dreams (1994),4.094017094017094
266,Kull the Conqueror (1997),2.7142857142857144
507,"Streetcar Named Desire, A (1951)",3.816326530612245
544,Things to Do in Denver when You're Dead (1995),3.1549295774647885
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.5416666666666665
5,Copycat (1995),3.302325581395349
163,"Return of the Pink Panther, The (1974)",3.5543478260869565
191,Amadeus (1984),4.163043478260869
268,Chasing Amy (1997),3.792156862745098
